FID,gid,capacity_factor
west_wind_site_metadata.120590,120590,34.71875
west_wind_site_metadata.120591,120591,34.59375
west_wind_site_metadata.120592,120592,34.4375
west_wind_site_metadata.120593,120593,34.375
west_wind_site_metadata.120594,120594,34.21875
west_wind_site_metadata.120595,120595,35.625
west_wind_site_metadata.120596,120596,36.21875
west_wind_site_metadata.120597,120597,36.3125
west_wind_site_metadata.120598,120598,36.34375
west_wind_site_metadata.120599,120599,36.34375
west_wind_site_metadata.120600,120600,35.90625
west_wind_site_metadata.120601,120601,35.9375
west_wind_site_metadata.120602,120602,35.625
west_wind_site_metadata.120603,120603,35.46875
west_wind_site_metadata.120604,120604,35.6875
west_wind_site_metadata.120605,120605,36
west_wind_site_metadata.120606,120606,36.59375
west_wind_site_metadata.120607,120607,36.75
west_wind_site_metadata.120608,120608,37.3125
west_wind_site_metadata.120609,120609,37.5
west_wind_site_metadata.120610,120610,37.75
west_wind_site_metadata.120611,120611,37.75
west_wind_site_metadata.120612,120612,37.6875
west_wind_site_metadata.120613,120613,37.71875
west_wind_site_metadata.120614,120614,37.625
west_wind_site_metadata.120615,120615,37.71875
west_wind_site_metadata.120616,120616,37.59375
west_wind_site_metadata.120617,120617,37.6875
west_wind_site_metadata.120618,120618,37.65625
west_wind_site_metadata.120619,120619,37.53125
west_wind_site_metadata.120620,120620,37.375
west_wind_site_metadata.120621,120621,37.1875
west_wind_site_metadata.120622,120622,37.3125
west_wind_site_metadata.120623,120623,37.0625
west_wind_site_metadata.120624,120624,37.1875
west_wind_site_metadata.120625,120625,37.125
west_wind_site_metadata.120626,120626,37.4375
west_wind_site_metadata.120627,120627,37.1875
west_wind_site_metadata.120628,120628,37.5
west_wind_site_metadata.120629,120629,37.15625
west_wind_site_metadata.120630,120630,37.125
west_wind_site_metadata.120631,120631,37.3125
west_wind_site_metadata.120632,120632,26.828125
west_wind_site_metadata.120633,120633,26.640625
west_wind_site_metadata.120634,120634,26.796875
west_wind_site_metadata.120635,120635,26.921875
west_wind_site_metadata.120636,120636,26.21875
west_wind_site_metadata.120637,120637,26.625
west_wind_site_metadata.120638,120638,25.734375
west_wind_site_metadata.120639,120639,25.96875
west_wind_site_metadata.120640,120640,25.265625
west_wind_site_metadata.120641,120641,25.34375
west_wind_site_metadata.120642,120642,25.34375
west_wind_site_metadata.120643,120643,24.859375
west_wind_site_metadata.120644,120644,25.828125
west_wind_site_metadata.120645,120645,24.921875
west_wind_site_metadata.120646,120646,25.203125
west_wind_site_metadata.120647,120647,27.09375
west_wind_site_metadata.120648,120648,27.65625
west_wind_site_metadata.120649,120649,28.609375
west_wind_site_metadata.120650,120650,28.5625
west_wind_site_metadata.120651,120651,28.90625
west_wind_site_metadata.120652,120652,28.328125
west_wind_site_metadata.120653,120653,28.046875
west_wind_site_metadata.120654,120654,28.125
west_wind_site_metadata.120655,120655,27.703125
west_wind_site_metadata.120656,120656,27.578125
west_wind_site_metadata.120657,120657,27.359375
west_wind_site_metadata.120658,120658,26.640625
west_wind_site_metadata.120659,120659,26.421875
west_wind_site_metadata.120660,120660,25.609375
west_wind_site_metadata.120661,120661,25.796875
west_wind_site_metadata.120662,120662,25.609375
west_wind_site_metadata.120663,120663,25.453125
west_wind_site_metadata.120664,120664,25.875
west_wind_site_metadata.120665,120665,25.671875
west_wind_site_metadata.120666,120666,27.453125
west_wind_site_metadata.120667,120667,28.046875
west_wind_site_metadata.120668,120668,28.4375
west_wind_site_metadata.120669,120669,28.671875
west_wind_site_metadata.120670,120670,28.921875
west_wind_site_metadata.120671,120671,29.015625
west_wind_site_metadata.120672,120672,28.6875
west_wind_site_metadata.120673,120673,28.46875
west_wind_site_metadata.120674,120674,28.328125
west_wind_site_metadata.120675,120675,27.6875
west_wind_site_metadata.120676,120676,27.609375
west_wind_site_metadata.120677,120677,27.046875
west_wind_site_metadata.120678,120678,26.390625
west_wind_site_metadata.120679,120679,26.40625
west_wind_site_metadata.120680,120680,25.609375
west_wind_site_metadata.120681,120681,25.4375
west_wind_site_metadata.120682,120682,25.671875
west_wind_site_metadata.120683,120683,24.90625
west_wind_site_metadata.120684,120684,25.546875
west_wind_site_metadata.120685,120685,25.53125
west_wind_site_metadata.120686,120686,25.546875
west_wind_site_metadata.120687,120687,25.203125
west_wind_site_metadata.120688,120688,25.234375
west_wind_site_metadata.120689,120689,25.03125
west_wind_site_metadata.120690,120690,24.140625
west_wind_site_metadata.120691,120691,24.34375
west_wind_site_metadata.120692,120692,23.4375
west_wind_site_metadata.120693,120693,23.3125
west_wind_site_metadata.120694,120694,22.96875
west_wind_site_metadata.120695,120695,23.015625
west_wind_site_metadata.120696,120696,23.234375
west_wind_site_metadata.120697,120697,23.21875
west_wind_site_metadata.120698,120698,23.671875
west_wind_site_metadata.120699,120699,27.09375
west_wind_site_metadata.120700,120700,27.53125
west_wind_site_metadata.120701,120701,27.40625
west_wind_site_metadata.120702,120702,27.546875
west_wind_site_metadata.120703,120703,27.578125
west_wind_site_metadata.120704,120704,27.703125
west_wind_site_metadata.120705,120705,27.609375
west_wind_site_metadata.120706,120706,27.03125
west_wind_site_metadata.120707,120707,26.703125
west_wind_site_metadata.120708,120708,26.015625
west_wind_site_metadata.120709,120709,25.703125
west_wind_site_metadata.120710,120710,25.484375
west_wind_site_metadata.120711,120711,26.203125
west_wind_site_metadata.120712,120712,25.84375
west_wind_site_metadata.120713,120713,25.515625
west_wind_site_metadata.120714,120714,24.984375
west_wind_site_metadata.120715,120715,24.359375
west_wind_site_metadata.120716,120716,23.78125
west_wind_site_metadata.120717,120717,34.8125
west_wind_site_metadata.120718,120718,33.125
west_wind_site_metadata.120719,120719,32.5625
west_wind_site_metadata.120720,120720,41.09375
west_wind_site_metadata.120721,120721,34.40625
west_wind_site_metadata.120722,120722,36.9375
west_wind_site_metadata.120723,120723,43.84375
west_wind_site_metadata.120724,120724,42.53125
west_wind_site_metadata.120725,120725,39.71875
west_wind_site_metadata.120726,120726,41.0625
west_wind_site_metadata.120727,120727,41.03125
west_wind_site_metadata.120728,120728,40.34375
west_wind_site_metadata.120729,120729,39
west_wind_site_metadata.120730,120730,37.03125
west_wind_site_metadata.120731,120731,40.6875
west_wind_site_metadata.120732,120732,42.5
west_wind_site_metadata.120733,120733,36.84375
west_wind_site_metadata.120734,120734,36.34375
west_wind_site_metadata.120735,120735,38.96875
west_wind_site_metadata.120736,120736,32.34375
west_wind_site_metadata.120737,120737,25.890625
west_wind_site_metadata.120738,120738,26.90625
west_wind_site_metadata.120739,120739,25.796875
west_wind_site_metadata.120740,120740,25.640625
west_wind_site_metadata.120741,120741,24.859375
west_wind_site_metadata.120742,120742,25.5
west_wind_site_metadata.120743,120743,24.8125
west_wind_site_metadata.120744,120744,24.015625
west_wind_site_metadata.120745,120745,24.28125
west_wind_site_metadata.120746,120746,23.796875
west_wind_site_metadata.120747,120747,23.0625
west_wind_site_metadata.120748,120748,24.15625
west_wind_site_metadata.120749,120749,23.140625
west_wind_site_metadata.120750,120750,34.09375
west_wind_site_metadata.120751,120751,34.40625
west_wind_site_metadata.120752,120752,34.625
west_wind_site_metadata.120753,120753,34.4375
west_wind_site_metadata.120754,120754,34.625
west_wind_site_metadata.120755,120755,34.46875
west_wind_site_metadata.120756,120756,34.53125
west_wind_site_metadata.120757,120757,34.53125
west_wind_site_metadata.120758,120758,34.5
west_wind_site_metadata.120759,120759,34.625
west_wind_site_metadata.120760,120760,34.6875
west_wind_site_metadata.120761,120761,34.6875
west_wind_site_metadata.120762,120762,34.625
west_wind_site_metadata.120763,120763,34.53125
west_wind_site_metadata.120764,120764,34.28125
west_wind_site_metadata.120765,120765,34.25
west_wind_site_metadata.120766,120766,34.03125
west_wind_site_metadata.120767,120767,33.90625
west_wind_site_metadata.120768,120768,34.65625
west_wind_site_metadata.120769,120769,34.625
west_wind_site_metadata.120770,120770,34.5
west_wind_site_metadata.120771,120771,34.53125
west_wind_site_metadata.120772,120772,34.375
west_wind_site_metadata.120773,120773,34.40625
west_wind_site_metadata.120774,120774,34.375
west_wind_site_metadata.120775,120775,34.375
west_wind_site_metadata.120776,120776,34.5
west_wind_site_metadata.120777,120777,34.5
west_wind_site_metadata.120778,120778,34.53125
west_wind_site_metadata.120779,120779,34.4375
west_wind_site_metadata.120780,120780,34.4375
west_wind_site_metadata.120781,120781,34.125
west_wind_site_metadata.120782,120782,34.09375
west_wind_site_metadata.120783,120783,33.9375
west_wind_site_metadata.120784,120784,33.75
west_wind_site_metadata.120785,120785,34.59375
west_wind_site_metadata.120786,120786,34.625
west_wind_site_metadata.120787,120787,34.59375
west_wind_site_metadata.120788,120788,34.625
west_wind_site_metadata.120789,120789,34.59375
west_wind_site_metadata.120790,120790,34.625
west_wind_site_metadata.120791,120791,34.59375
west_wind_site_metadata.120792,120792,34.65625
west_wind_site_metadata.120793,120793,34.59375
west_wind_site_metadata.120794,120794,34.59375
west_wind_site_metadata.120795,120795,34.46875
west_wind_site_metadata.120796,120796,34.46875
west_wind_site_metadata.120797,120797,34.1875
west_wind_site_metadata.120798,120798,34.1875
west_wind_site_metadata.120799,120799,34.03125
west_wind_site_metadata.120800,120800,33.875
west_wind_site_metadata.120801,120801,34.5
west_wind_site_metadata.120802,120802,34.4375
west_wind_site_metadata.120803,120803,34.46875
west_wind_site_metadata.120804,120804,35.3125
west_wind_site_metadata.120805,120805,35.15625
west_wind_site_metadata.120806,120806,33.25
west_wind_site_metadata.120807,120807,33.15625
west_wind_site_metadata.120808,120808,33.21875
west_wind_site_metadata.120809,120809,33.25
west_wind_site_metadata.120810,120810,33.28125
west_wind_site_metadata.120811,120811,33.34375
west_wind_site_metadata.120812,120812,33.25
west_wind_site_metadata.120813,120813,33.3125
west_wind_site_metadata.120814,120814,33.28125
west_wind_site_metadata.120815,120815,33.25
west_wind_site_metadata.120816,120816,33.3125
west_wind_site_metadata.120817,120817,33.09375
west_wind_site_metadata.120818,120818,33.09375
west_wind_site_metadata.120819,120819,33.1875
west_wind_site_metadata.120820,120820,33.09375
west_wind_site_metadata.120821,120821,20.421875
west_wind_site_metadata.120822,120822,34.375
west_wind_site_metadata.120823,120823,34.1875
west_wind_site_metadata.120824,120824,34.65625
west_wind_site_metadata.120825,120825,33.78125
west_wind_site_metadata.120826,120826,34.21875
west_wind_site_metadata.120827,120827,33.6875
west_wind_site_metadata.120828,120828,33.84375
west_wind_site_metadata.120829,120829,33.75
west_wind_site_metadata.120830,120830,33.9375
west_wind_site_metadata.120831,120831,33.90625
west_wind_site_metadata.120832,120832,33.84375
west_wind_site_metadata.120833,120833,34.09375
west_wind_site_metadata.120834,120834,33.8125
west_wind_site_metadata.120835,120835,33.84375
west_wind_site_metadata.120836,120836,33.6875
west_wind_site_metadata.120837,120837,33.65625
west_wind_site_metadata.120838,120838,33.625
west_wind_site_metadata.120839,120839,33.78125
west_wind_site_metadata.120840,120840,33.65625
west_wind_site_metadata.120841,120841,34
west_wind_site_metadata.120842,120842,34.03125
west_wind_site_metadata.120843,120843,33.9375
west_wind_site_metadata.120844,120844,34
west_wind_site_metadata.120845,120845,33.78125
west_wind_site_metadata.120846,120846,33.5625
west_wind_site_metadata.120847,120847,33.59375
west_wind_site_metadata.120848,120848,33.1875
west_wind_site_metadata.120849,120849,33.21875
west_wind_site_metadata.120850,120850,32.96875
west_wind_site_metadata.120851,120851,32.90625
west_wind_site_metadata.120852,120852,32.8125
west_wind_site_metadata.120853,120853,32.65625
west_wind_site_metadata.120854,120854,32.625
west_wind_site_metadata.120855,120855,32.65625
west_wind_site_metadata.120856,120856,32.53125
west_wind_site_metadata.120857,120857,32.5
west_wind_site_metadata.120858,120858,32.5
west_wind_site_metadata.120859,120859,32.4375
west_wind_site_metadata.120860,120860,32.46875
west_wind_site_metadata.120861,120861,33.21875
west_wind_site_metadata.120862,120862,33.28125
west_wind_site_metadata.120863,120863,33.375
west_wind_site_metadata.120864,120864,33.625
west_wind_site_metadata.120865,120865,33.75
west_wind_site_metadata.120866,120866,32.28125
west_wind_site_metadata.120867,120867,24.609375
west_wind_site_metadata.120868,120868,33.53125
west_wind_site_metadata.120869,120869,33.59375
west_wind_site_metadata.120870,120870,33.65625
west_wind_site_metadata.120871,120871,33.6875
west_wind_site_metadata.120872,120872,33.625
west_wind_site_metadata.120873,120873,18.1875
west_wind_site_metadata.120874,120874,32.75
west_wind_site_metadata.120875,120875,32.8125
west_wind_site_metadata.120876,120876,32.625
west_wind_site_metadata.120877,120877,32.59375
west_wind_site_metadata.120878,120878,32.9375
west_wind_site_metadata.120879,120879,32.5625
west_wind_site_metadata.120880,120880,33.15625
west_wind_site_metadata.120881,120881,32.9375
west_wind_site_metadata.120882,120882,32.96875
west_wind_site_metadata.120883,120883,33.125
west_wind_site_metadata.120884,120884,33
west_wind_site_metadata.120885,120885,33.125
west_wind_site_metadata.120886,120886,32.875
west_wind_site_metadata.120887,120887,32.875
west_wind_site_metadata.120888,120888,32.625
west_wind_site_metadata.120889,120889,32.4375
west_wind_site_metadata.120890,120890,32.5
west_wind_site_metadata.120891,120891,32.25
west_wind_site_metadata.120892,120892,32.28125
west_wind_site_metadata.120893,120893,32.15625
west_wind_site_metadata.120894,120894,32.03125
west_wind_site_metadata.120895,120895,32.125
west_wind_site_metadata.120896,120896,31.859375
west_wind_site_metadata.120897,120897,32.0625
west_wind_site_metadata.120898,120898,31.796875
west_wind_site_metadata.120899,120899,31.6875
west_wind_site_metadata.120900,120900,31.84375
west_wind_site_metadata.120901,120901,31.640625
west_wind_site_metadata.120902,120902,31.453125
west_wind_site_metadata.120903,120903,31.09375
west_wind_site_metadata.120904,120904,31.015625
west_wind_site_metadata.120905,120905,30.9375
west_wind_site_metadata.120906,120906,30.578125
west_wind_site_metadata.120907,120907,30.78125
west_wind_site_metadata.120908,120908,30.59375
west_wind_site_metadata.120909,120909,30.703125
west_wind_site_metadata.120910,120910,30.734375
west_wind_site_metadata.120911,120911,30.65625
west_wind_site_metadata.120912,120912,30.734375
west_wind_site_metadata.120913,120913,22.28125
west_wind_site_metadata.120914,120914,21.15625
west_wind_site_metadata.120915,120915,20.53125
west_wind_site_metadata.120916,120916,20.28125
west_wind_site_metadata.120917,120917,25.078125
west_wind_site_metadata.120918,120918,27.828125
west_wind_site_metadata.120919,120919,28.140625
