FID,gid,capacity_factor
west_wind_site_metadata.103246,103246,24.90625
west_wind_site_metadata.103247,103247,25.953125
west_wind_site_metadata.103248,103248,26.390625
west_wind_site_metadata.103249,103249,27.15625
west_wind_site_metadata.103250,103250,23.765625
west_wind_site_metadata.103251,103251,23.15625
west_wind_site_metadata.103252,103252,21.109375
west_wind_site_metadata.103253,103253,19.75
west_wind_site_metadata.103254,103254,18.828125
west_wind_site_metadata.103255,103255,17.125
west_wind_site_metadata.103256,103256,19.625
west_wind_site_metadata.103257,103257,24.046875
west_wind_site_metadata.103258,103258,21.6875
west_wind_site_metadata.103259,103259,20.8125
west_wind_site_metadata.103260,103260,19.65625
west_wind_site_metadata.103261,103261,26.046875
west_wind_site_metadata.103262,103262,24.5
west_wind_site_metadata.103263,103263,23.140625
west_wind_site_metadata.103264,103264,24.625
west_wind_site_metadata.103265,103265,26.15625
west_wind_site_metadata.103266,103266,26.125
west_wind_site_metadata.103267,103267,34.6875
west_wind_site_metadata.103268,103268,32.5
west_wind_site_metadata.103269,103269,41.125
west_wind_site_metadata.103270,103270,41.59375
west_wind_site_metadata.103271,103271,35.59375
west_wind_site_metadata.103272,103272,34.4375
west_wind_site_metadata.103273,103273,31.109375
west_wind_site_metadata.103274,103274,41
west_wind_site_metadata.103275,103275,33.625
west_wind_site_metadata.103276,103276,33.125
west_wind_site_metadata.103277,103277,32.375
west_wind_site_metadata.103278,103278,27.953125
west_wind_site_metadata.103279,103279,23.1875
west_wind_site_metadata.103280,103280,22.390625
west_wind_site_metadata.103281,103281,22.0625
west_wind_site_metadata.103282,103282,27.71875
west_wind_site_metadata.103283,103283,28.046875
west_wind_site_metadata.103284,103284,28.265625
west_wind_site_metadata.103285,103285,27.890625
west_wind_site_metadata.103286,103286,27.875
west_wind_site_metadata.103287,103287,24.703125
west_wind_site_metadata.103288,103288,24.171875
west_wind_site_metadata.103289,103289,24.765625
west_wind_site_metadata.103290,103290,29.40625
west_wind_site_metadata.103291,103291,25
west_wind_site_metadata.103292,103292,23
west_wind_site_metadata.103293,103293,23.109375
west_wind_site_metadata.103294,103294,21.21875
west_wind_site_metadata.103295,103295,20.046875
west_wind_site_metadata.103296,103296,24.390625
west_wind_site_metadata.103297,103297,22.703125
west_wind_site_metadata.103298,103298,19.84375
west_wind_site_metadata.103299,103299,21.5
west_wind_site_metadata.103300,103300,24.421875
west_wind_site_metadata.103301,103301,18.96875
west_wind_site_metadata.103302,103302,22.28125
west_wind_site_metadata.103303,103303,22.484375
west_wind_site_metadata.103304,103304,27.65625
west_wind_site_metadata.103305,103305,25.421875
west_wind_site_metadata.103306,103306,25.734375
west_wind_site_metadata.103307,103307,38.96875
west_wind_site_metadata.103308,103308,41
west_wind_site_metadata.103309,103309,36.65625
west_wind_site_metadata.103310,103310,37.9375
west_wind_site_metadata.103311,103311,33.5
west_wind_site_metadata.103312,103312,33.78125
west_wind_site_metadata.103313,103313,42.65625
west_wind_site_metadata.103314,103314,39.03125
west_wind_site_metadata.103315,103315,37.875
west_wind_site_metadata.103316,103316,37
west_wind_site_metadata.103317,103317,34.46875
west_wind_site_metadata.103318,103318,31.0625
west_wind_site_metadata.103319,103319,30.171875
west_wind_site_metadata.103320,103320,23.609375
west_wind_site_metadata.103321,103321,23.796875
west_wind_site_metadata.103322,103322,23.78125
west_wind_site_metadata.103323,103323,28.46875
west_wind_site_metadata.103324,103324,24.890625
west_wind_site_metadata.103325,103325,24.40625
west_wind_site_metadata.103326,103326,24.953125
west_wind_site_metadata.103327,103327,26.53125
west_wind_site_metadata.103328,103328,25.828125
west_wind_site_metadata.103329,103329,26
west_wind_site_metadata.103330,103330,27.15625
west_wind_site_metadata.103331,103331,26.578125
west_wind_site_metadata.103332,103332,27.734375
west_wind_site_metadata.103333,103333,26.921875
west_wind_site_metadata.103334,103334,26.296875
west_wind_site_metadata.103335,103335,25.765625
west_wind_site_metadata.103336,103336,26.15625
west_wind_site_metadata.103337,103337,24.828125
west_wind_site_metadata.103338,103338,26.078125
west_wind_site_metadata.103339,103339,23
west_wind_site_metadata.103340,103340,21.78125
west_wind_site_metadata.103341,103341,21.921875
west_wind_site_metadata.103342,103342,20.5
west_wind_site_metadata.103343,103343,19.109375
west_wind_site_metadata.103344,103344,28.71875
west_wind_site_metadata.103345,103345,30.984375
west_wind_site_metadata.103346,103346,30.53125
west_wind_site_metadata.103347,103347,28.65625
west_wind_site_metadata.103348,103348,34.71875
west_wind_site_metadata.103349,103349,34.25
west_wind_site_metadata.103350,103350,31.890625
west_wind_site_metadata.103351,103351,44.0625
west_wind_site_metadata.103352,103352,43.8125
west_wind_site_metadata.103353,103353,40.0625
west_wind_site_metadata.103354,103354,35.125
west_wind_site_metadata.103355,103355,34.53125
west_wind_site_metadata.103356,103356,32.78125
west_wind_site_metadata.103357,103357,31.546875
west_wind_site_metadata.103358,103358,30.671875
west_wind_site_metadata.103359,103359,30.09375
west_wind_site_metadata.103360,103360,29.671875
west_wind_site_metadata.103361,103361,30.890625
west_wind_site_metadata.103362,103362,30.1875
west_wind_site_metadata.103363,103363,23.734375
west_wind_site_metadata.103364,103364,26.40625
west_wind_site_metadata.103365,103365,25
west_wind_site_metadata.103366,103366,25.546875
west_wind_site_metadata.103367,103367,26.046875
west_wind_site_metadata.103368,103368,25.78125
west_wind_site_metadata.103369,103369,22.109375
west_wind_site_metadata.103370,103370,25.9375
west_wind_site_metadata.103371,103371,25.6875
west_wind_site_metadata.103372,103372,26.015625
west_wind_site_metadata.103373,103373,25.078125
west_wind_site_metadata.103374,103374,24.4375
west_wind_site_metadata.103375,103375,23.078125
west_wind_site_metadata.103376,103376,22.109375
west_wind_site_metadata.103377,103377,20.375
west_wind_site_metadata.103378,103378,23.984375
west_wind_site_metadata.103379,103379,20
west_wind_site_metadata.103380,103380,18.828125
west_wind_site_metadata.103381,103381,17.390625
west_wind_site_metadata.103382,103382,23.359375
west_wind_site_metadata.103383,103383,19.234375
west_wind_site_metadata.103384,103384,24.390625
west_wind_site_metadata.103385,103385,33.65625
west_wind_site_metadata.103386,103386,34.84375
west_wind_site_metadata.103387,103387,33.84375
west_wind_site_metadata.103388,103388,31.5625
west_wind_site_metadata.103389,103389,42.03125
west_wind_site_metadata.103390,103390,44.78125
west_wind_site_metadata.103391,103391,40.09375
west_wind_site_metadata.103392,103392,35.8125
west_wind_site_metadata.103393,103393,36.21875
west_wind_site_metadata.103394,103394,45.40625
west_wind_site_metadata.103395,103395,47.21875
west_wind_site_metadata.103396,103396,33.96875
west_wind_site_metadata.103397,103397,33.625
west_wind_site_metadata.103398,103398,30.0625
west_wind_site_metadata.103399,103399,30.265625
west_wind_site_metadata.103400,103400,30.8125
west_wind_site_metadata.103401,103401,31.125
west_wind_site_metadata.103402,103402,30.21875
west_wind_site_metadata.103403,103403,29.71875
west_wind_site_metadata.103404,103404,25.21875
west_wind_site_metadata.103405,103405,25.09375
west_wind_site_metadata.103406,103406,25.265625
west_wind_site_metadata.103407,103407,25.203125
west_wind_site_metadata.103408,103408,23.328125
west_wind_site_metadata.103409,103409,29.203125
west_wind_site_metadata.103410,103410,26.1875
west_wind_site_metadata.103411,103411,25.390625
west_wind_site_metadata.103412,103412,25.46875
west_wind_site_metadata.103413,103413,27.953125
west_wind_site_metadata.103414,103414,26.734375
west_wind_site_metadata.103415,103415,28.453125
west_wind_site_metadata.103416,103416,27.5625
west_wind_site_metadata.103417,103417,27.90625
west_wind_site_metadata.103418,103418,28.359375
west_wind_site_metadata.103419,103419,27.375
west_wind_site_metadata.103420,103420,26.546875
west_wind_site_metadata.103421,103421,26.09375
west_wind_site_metadata.103422,103422,24.515625
west_wind_site_metadata.103423,103423,24.8125
west_wind_site_metadata.103424,103424,22.140625
west_wind_site_metadata.103425,103425,19.9375
west_wind_site_metadata.103426,103426,27.21875
west_wind_site_metadata.103427,103427,30.8125
west_wind_site_metadata.103428,103428,28.359375
west_wind_site_metadata.103429,103429,32.625
west_wind_site_metadata.103430,103430,28.5625
west_wind_site_metadata.103431,103431,37
west_wind_site_metadata.103432,103432,34.8125
west_wind_site_metadata.103433,103433,35.6875
west_wind_site_metadata.103434,103434,32.96875
west_wind_site_metadata.103435,103435,33.40625
west_wind_site_metadata.103436,103436,46.28125
west_wind_site_metadata.103437,103437,43.5625
west_wind_site_metadata.103438,103438,44.75
west_wind_site_metadata.103439,103439,40.34375
west_wind_site_metadata.103440,103440,39.21875
west_wind_site_metadata.103441,103441,36.90625
west_wind_site_metadata.103442,103442,32.8125
west_wind_site_metadata.103443,103443,35.0625
west_wind_site_metadata.103444,103444,41.625
west_wind_site_metadata.103445,103445,45.21875
west_wind_site_metadata.103446,103446,44.125
west_wind_site_metadata.103447,103447,45.875
west_wind_site_metadata.103448,103448,46.125
west_wind_site_metadata.103449,103449,47.125
west_wind_site_metadata.103450,103450,47.40625
west_wind_site_metadata.103451,103451,47.0625
west_wind_site_metadata.103452,103452,47.25
west_wind_site_metadata.103453,103453,39.46875
west_wind_site_metadata.103454,103454,32.3125
west_wind_site_metadata.103455,103455,30.6875
west_wind_site_metadata.103456,103456,31.265625
west_wind_site_metadata.103457,103457,32.5
west_wind_site_metadata.103458,103458,32.59375
west_wind_site_metadata.103459,103459,32.46875
west_wind_site_metadata.103460,103460,32.125
west_wind_site_metadata.103461,103461,31.5
west_wind_site_metadata.103462,103462,30.265625
west_wind_site_metadata.103463,103463,29.859375
west_wind_site_metadata.103464,103464,25.375
west_wind_site_metadata.103465,103465,23.34375
west_wind_site_metadata.103466,103466,24.734375
west_wind_site_metadata.103467,103467,24.8125
west_wind_site_metadata.103468,103468,26.640625
west_wind_site_metadata.103469,103469,25.25
west_wind_site_metadata.103470,103470,28.609375
west_wind_site_metadata.103471,103471,26.609375
west_wind_site_metadata.103472,103472,24.9375
west_wind_site_metadata.103473,103473,25.890625
west_wind_site_metadata.103474,103474,23.984375
west_wind_site_metadata.103475,103475,24.21875
west_wind_site_metadata.103476,103476,23.328125
west_wind_site_metadata.103477,103477,22.515625
west_wind_site_metadata.103478,103478,26.15625
west_wind_site_metadata.103479,103479,24.046875
west_wind_site_metadata.103480,103480,22.578125
west_wind_site_metadata.103481,103481,28.359375
west_wind_site_metadata.103482,103482,25.046875
west_wind_site_metadata.103483,103483,29.828125
west_wind_site_metadata.103484,103484,32.15625
west_wind_site_metadata.103485,103485,34.625
west_wind_site_metadata.103486,103486,34.0625
west_wind_site_metadata.103487,103487,32.71875
west_wind_site_metadata.103488,103488,40.34375
west_wind_site_metadata.103489,103489,43.96875
west_wind_site_metadata.103490,103490,40.15625
west_wind_site_metadata.103491,103491,39.625
west_wind_site_metadata.103492,103492,37.875
west_wind_site_metadata.103493,103493,34.46875
west_wind_site_metadata.103494,103494,37.6875
west_wind_site_metadata.103495,103495,39.8125
west_wind_site_metadata.103496,103496,39.625
west_wind_site_metadata.103497,103497,43.625
west_wind_site_metadata.103498,103498,43.09375
west_wind_site_metadata.103499,103499,45.09375
west_wind_site_metadata.103500,103500,45.15625
west_wind_site_metadata.103501,103501,46.34375
west_wind_site_metadata.103502,103502,46.875
west_wind_site_metadata.103503,103503,46.90625
west_wind_site_metadata.103504,103504,47.25
west_wind_site_metadata.103505,103505,35.21875
west_wind_site_metadata.103506,103506,34.9375
west_wind_site_metadata.103507,103507,33.40625
west_wind_site_metadata.103508,103508,31.828125
west_wind_site_metadata.103509,103509,32.3125
west_wind_site_metadata.103510,103510,32.84375
west_wind_site_metadata.103511,103511,32.34375
west_wind_site_metadata.103512,103512,33.125
west_wind_site_metadata.103513,103513,32.4375
west_wind_site_metadata.103514,103514,33.34375
west_wind_site_metadata.103515,103515,33.125
west_wind_site_metadata.103516,103516,32.84375
west_wind_site_metadata.103517,103517,33.1875
west_wind_site_metadata.103518,103518,32.84375
west_wind_site_metadata.103519,103519,31.84375
west_wind_site_metadata.103520,103520,31.640625
west_wind_site_metadata.103521,103521,31
west_wind_site_metadata.103522,103522,30.46875
west_wind_site_metadata.103523,103523,26.15625
west_wind_site_metadata.103524,103524,25.484375
west_wind_site_metadata.103525,103525,26.15625
west_wind_site_metadata.103526,103526,23.6875
west_wind_site_metadata.103527,103527,29.109375
west_wind_site_metadata.103528,103528,26.40625
west_wind_site_metadata.103529,103529,26.65625
west_wind_site_metadata.103530,103530,26.625
west_wind_site_metadata.103531,103531,26.4375
west_wind_site_metadata.103532,103532,25.4375
west_wind_site_metadata.103533,103533,26.6875
west_wind_site_metadata.103534,103534,25.5625
west_wind_site_metadata.103535,103535,28.484375
west_wind_site_metadata.103536,103536,27.59375
west_wind_site_metadata.103537,103537,30.109375
west_wind_site_metadata.103538,103538,27.953125
west_wind_site_metadata.103539,103539,27.953125
west_wind_site_metadata.103540,103540,26
west_wind_site_metadata.103541,103541,26.734375
west_wind_site_metadata.103542,103542,24.8125
west_wind_site_metadata.103543,103543,24.078125
west_wind_site_metadata.103544,103544,23.40625
west_wind_site_metadata.103545,103545,28.265625
west_wind_site_metadata.103546,103546,27.71875
west_wind_site_metadata.103547,103547,24.71875
west_wind_site_metadata.103548,103548,23.453125
west_wind_site_metadata.103549,103549,19.765625
west_wind_site_metadata.103550,103550,24.59375
west_wind_site_metadata.103551,103551,26.28125
west_wind_site_metadata.103552,103552,29.96875
west_wind_site_metadata.103553,103553,30.6875
west_wind_site_metadata.103554,103554,26.875
west_wind_site_metadata.103555,103555,36.4375
west_wind_site_metadata.103556,103556,36.28125
west_wind_site_metadata.103557,103557,35.65625
west_wind_site_metadata.103558,103558,36.0625
west_wind_site_metadata.103559,103559,34.625
west_wind_site_metadata.103560,103560,34.46875
west_wind_site_metadata.103561,103561,41
west_wind_site_metadata.103562,103562,37.5
west_wind_site_metadata.103563,103563,36.09375
west_wind_site_metadata.103564,103564,35.21875
west_wind_site_metadata.103565,103565,37.53125
west_wind_site_metadata.103566,103566,40.6875
west_wind_site_metadata.103567,103567,40.15625
west_wind_site_metadata.103568,103568,43.1875
west_wind_site_metadata.103569,103569,42.78125
west_wind_site_metadata.103570,103570,44.71875
west_wind_site_metadata.103571,103571,44.40625
west_wind_site_metadata.103572,103572,45.40625
west_wind_site_metadata.103573,103573,45.28125
west_wind_site_metadata.103574,103574,46.0625
west_wind_site_metadata.103575,103575,46.59375
west_wind_site_metadata.103576,103576,46.0625
west_wind_site_metadata.103577,103577,46.84375
west_wind_site_metadata.103578,103578,45.75
west_wind_site_metadata.103579,103579,46.78125
west_wind_site_metadata.103580,103580,40.21875
west_wind_site_metadata.103581,103581,39.09375
west_wind_site_metadata.103582,103582,38.28125
west_wind_site_metadata.103583,103583,37.21875
west_wind_site_metadata.103584,103584,36.65625
west_wind_site_metadata.103585,103585,35.375
west_wind_site_metadata.103586,103586,34.96875
west_wind_site_metadata.103587,103587,34.625
west_wind_site_metadata.103588,103588,33.5625
west_wind_site_metadata.103589,103589,33.46875
west_wind_site_metadata.103590,103590,33.1875
west_wind_site_metadata.103591,103591,33.65625
west_wind_site_metadata.103592,103592,33.4375
west_wind_site_metadata.103593,103593,34.1875
west_wind_site_metadata.103594,103594,33.96875
west_wind_site_metadata.103595,103595,34.65625
west_wind_site_metadata.103596,103596,34.65625
west_wind_site_metadata.103597,103597,34.375
west_wind_site_metadata.103598,103598,34.53125
west_wind_site_metadata.103599,103599,34.21875
west_wind_site_metadata.103600,103600,33.59375
west_wind_site_metadata.103601,103601,33.40625
west_wind_site_metadata.103602,103602,32.53125
west_wind_site_metadata.103603,103603,32.40625
west_wind_site_metadata.103604,103604,31.609375
west_wind_site_metadata.103605,103605,26.609375
west_wind_site_metadata.103606,103606,26.484375
west_wind_site_metadata.103607,103607,26.390625
west_wind_site_metadata.103608,103608,26.71875
west_wind_site_metadata.103609,103609,28.328125
west_wind_site_metadata.103610,103610,29.890625
west_wind_site_metadata.103611,103611,23.578125
west_wind_site_metadata.103612,103612,26.53125
west_wind_site_metadata.103613,103613,24.078125
west_wind_site_metadata.103614,103614,25.046875
west_wind_site_metadata.103615,103615,23.15625
west_wind_site_metadata.103616,103616,22.578125
west_wind_site_metadata.103617,103617,21.96875
west_wind_site_metadata.103618,103618,27.40625
west_wind_site_metadata.103619,103619,26.796875
west_wind_site_metadata.103620,103620,23.90625
west_wind_site_metadata.103621,103621,21.859375
west_wind_site_metadata.103622,103622,25.609375
west_wind_site_metadata.103623,103623,23.078125
west_wind_site_metadata.103624,103624,25.625
west_wind_site_metadata.103625,103625,27.75
west_wind_site_metadata.103626,103626,33.78125
west_wind_site_metadata.103627,103627,34.46875
west_wind_site_metadata.103628,103628,33.28125
west_wind_site_metadata.103629,103629,37.625
west_wind_site_metadata.103630,103630,36.8125
west_wind_site_metadata.103631,103631,36.71875
west_wind_site_metadata.103632,103632,38.34375
west_wind_site_metadata.103633,103633,39.59375
west_wind_site_metadata.103634,103634,38.5
west_wind_site_metadata.103635,103635,41.09375
west_wind_site_metadata.103636,103636,40.53125
west_wind_site_metadata.103637,103637,42.65625
west_wind_site_metadata.103638,103638,42.6875
west_wind_site_metadata.103639,103639,44.03125
west_wind_site_metadata.103640,103640,43.9375
west_wind_site_metadata.103641,103641,44.6875
west_wind_site_metadata.103642,103642,45.21875
west_wind_site_metadata.103643,103643,45
west_wind_site_metadata.103644,103644,46.0625
west_wind_site_metadata.103645,103645,45.21875
west_wind_site_metadata.103646,103646,46.3125
west_wind_site_metadata.103647,103647,45
west_wind_site_metadata.103648,103648,41
west_wind_site_metadata.103649,103649,40.09375
west_wind_site_metadata.103650,103650,39.46875
west_wind_site_metadata.103651,103651,38.46875
west_wind_site_metadata.103652,103652,37.9375
west_wind_site_metadata.103653,103653,36.75
west_wind_site_metadata.103654,103654,36.4375
west_wind_site_metadata.103655,103655,36.25
west_wind_site_metadata.103656,103656,35.5
west_wind_site_metadata.103657,103657,35.46875
west_wind_site_metadata.103658,103658,35.03125
west_wind_site_metadata.103659,103659,34.71875
west_wind_site_metadata.103660,103660,35.0625
west_wind_site_metadata.103661,103661,34.78125
west_wind_site_metadata.103662,103662,35.46875
west_wind_site_metadata.103663,103663,35.125
west_wind_site_metadata.103664,103664,35.65625
west_wind_site_metadata.103665,103665,35.4375
west_wind_site_metadata.103666,103666,35.25
west_wind_site_metadata.103667,103667,35.59375
west_wind_site_metadata.103668,103668,35.53125
west_wind_site_metadata.103669,103669,35
west_wind_site_metadata.103670,103670,34.78125
west_wind_site_metadata.103671,103671,33.65625
west_wind_site_metadata.103672,103672,33.40625
west_wind_site_metadata.103673,103673,32.53125
west_wind_site_metadata.103674,103674,32.125
west_wind_site_metadata.103675,103675,27.453125
west_wind_site_metadata.103676,103676,24.46875
west_wind_site_metadata.103677,103677,28.40625
west_wind_site_metadata.103678,103678,28.921875
west_wind_site_metadata.103679,103679,27.625
west_wind_site_metadata.103680,103680,27.625
west_wind_site_metadata.103681,103681,17.09375
west_wind_site_metadata.103682,103682,17.8125
west_wind_site_metadata.103683,103683,20.875
west_wind_site_metadata.103684,103684,25.15625
west_wind_site_metadata.103685,103685,24.390625
west_wind_site_metadata.103686,103686,22.40625
west_wind_site_metadata.103687,103687,24.265625
west_wind_site_metadata.103688,103688,28.1875
west_wind_site_metadata.103689,103689,26.1875
west_wind_site_metadata.103690,103690,26.1875
west_wind_site_metadata.103691,103691,27.890625
west_wind_site_metadata.103692,103692,25.734375
west_wind_site_metadata.103693,103693,24.4375
west_wind_site_metadata.103694,103694,23.171875
west_wind_site_metadata.103695,103695,30.0625
west_wind_site_metadata.103696,103696,30.09375
west_wind_site_metadata.103697,103697,30.75
west_wind_site_metadata.103698,103698,31.21875
west_wind_site_metadata.103699,103699,31.296875
west_wind_site_metadata.103700,103700,30.390625
west_wind_site_metadata.103701,103701,34.21875
west_wind_site_metadata.103702,103702,38.21875
west_wind_site_metadata.103703,103703,39.875
west_wind_site_metadata.103704,103704,39.1875
west_wind_site_metadata.103705,103705,41.40625
west_wind_site_metadata.103706,103706,40.09375
west_wind_site_metadata.103707,103707,41.96875
west_wind_site_metadata.103708,103708,41.28125
west_wind_site_metadata.103709,103709,42.5
west_wind_site_metadata.103710,103710,42.6875
west_wind_site_metadata.103711,103711,42.84375
west_wind_site_metadata.103712,103712,42.90625
west_wind_site_metadata.103713,103713,43.3125
west_wind_site_metadata.103714,103714,43.6875
west_wind_site_metadata.103715,103715,43.8125
west_wind_site_metadata.103716,103716,44.71875
west_wind_site_metadata.103717,103717,44.53125
west_wind_site_metadata.103718,103718,45.75
west_wind_site_metadata.103719,103719,44.53125
west_wind_site_metadata.103720,103720,45.96875
west_wind_site_metadata.103721,103721,44.375
west_wind_site_metadata.103722,103722,44.71875
west_wind_site_metadata.103723,103723,44.125
west_wind_site_metadata.103724,103724,42.9375
west_wind_site_metadata.103725,103725,42.375
west_wind_site_metadata.103726,103726,41.5
west_wind_site_metadata.103727,103727,41.09375
west_wind_site_metadata.103728,103728,39.78125
west_wind_site_metadata.103729,103729,39.59375
west_wind_site_metadata.103730,103730,38.46875
west_wind_site_metadata.103731,103731,38.25
west_wind_site_metadata.103732,103732,37.6875
west_wind_site_metadata.103733,103733,37.0625
west_wind_site_metadata.103734,103734,36.84375
west_wind_site_metadata.103735,103735,36.375
west_wind_site_metadata.103736,103736,36.09375
west_wind_site_metadata.103737,103737,36.375
west_wind_site_metadata.103738,103738,36.125
west_wind_site_metadata.103739,103739,36.78125
west_wind_site_metadata.103740,103740,36.75
west_wind_site_metadata.103741,103741,37.15625
west_wind_site_metadata.103742,103742,37.03125
west_wind_site_metadata.103743,103743,36.96875
west_wind_site_metadata.103744,103744,36.9375
west_wind_site_metadata.103745,103745,36.78125
west_wind_site_metadata.103746,103746,36.28125
west_wind_site_metadata.103747,103747,35.90625
west_wind_site_metadata.103748,103748,35.4375
west_wind_site_metadata.103749,103749,35.03125
west_wind_site_metadata.103750,103750,34.34375
west_wind_site_metadata.103751,103751,33.9375
west_wind_site_metadata.103752,103752,33.21875
west_wind_site_metadata.103753,103753,32.75
west_wind_site_metadata.103754,103754,28
west_wind_site_metadata.103755,103755,24.953125
west_wind_site_metadata.103756,103756,28.859375
west_wind_site_metadata.103757,103757,24
west_wind_site_metadata.103758,103758,17.390625
west_wind_site_metadata.103759,103759,20.5
west_wind_site_metadata.103760,103760,26.359375
west_wind_site_metadata.103761,103761,26.1875
west_wind_site_metadata.103762,103762,25.46875
west_wind_site_metadata.103763,103763,26.4375
west_wind_site_metadata.103764,103764,26.8125
west_wind_site_metadata.103765,103765,26.4375
west_wind_site_metadata.103766,103766,25.421875
west_wind_site_metadata.103767,103767,26.375
west_wind_site_metadata.103768,103768,25.3125
west_wind_site_metadata.103769,103769,30.21875
west_wind_site_metadata.103770,103770,30.84375
west_wind_site_metadata.103771,103771,33.875
west_wind_site_metadata.103772,103772,33.3125
west_wind_site_metadata.103773,103773,36.65625
west_wind_site_metadata.103774,103774,36.5
west_wind_site_metadata.103775,103775,35.9375
west_wind_site_metadata.103776,103776,35.34375
west_wind_site_metadata.103777,103777,35.46875
west_wind_site_metadata.103778,103778,37.25
west_wind_site_metadata.103779,103779,38.4375
west_wind_site_metadata.103780,103780,37.78125
west_wind_site_metadata.103781,103781,40.1875
west_wind_site_metadata.103782,103782,39.03125
west_wind_site_metadata.103783,103783,41.03125
west_wind_site_metadata.103784,103784,40.34375
west_wind_site_metadata.103785,103785,41.46875
west_wind_site_metadata.103786,103786,41.59375
west_wind_site_metadata.103787,103787,41.78125
west_wind_site_metadata.103788,103788,41.96875
west_wind_site_metadata.103789,103789,42.3125
west_wind_site_metadata.103790,103790,42.5625
west_wind_site_metadata.103791,103791,42.4375
west_wind_site_metadata.103792,103792,43.0625
west_wind_site_metadata.103793,103793,42.78125
west_wind_site_metadata.103794,103794,44.1875
west_wind_site_metadata.103795,103795,43.21875
west_wind_site_metadata.103796,103796,45.09375
west_wind_site_metadata.103797,103797,44.09375
west_wind_site_metadata.103798,103798,44.75
west_wind_site_metadata.103799,103799,44.1875
west_wind_site_metadata.103800,103800,43.53125
west_wind_site_metadata.103801,103801,42.59375
west_wind_site_metadata.103802,103802,42
west_wind_site_metadata.103803,103803,41.3125
west_wind_site_metadata.103804,103804,41.375
west_wind_site_metadata.103805,103805,40.5
west_wind_site_metadata.103806,103806,40.8125
west_wind_site_metadata.103807,103807,39.78125
west_wind_site_metadata.103808,103808,39.5
west_wind_site_metadata.103809,103809,38.8125
west_wind_site_metadata.103810,103810,38.125
west_wind_site_metadata.103811,103811,38
west_wind_site_metadata.103812,103812,37.65625
west_wind_site_metadata.103813,103813,37.5
west_wind_site_metadata.103814,103814,37.8125
west_wind_site_metadata.103815,103815,37.5
west_wind_site_metadata.103816,103816,38.0625
west_wind_site_metadata.103817,103817,37.875
west_wind_site_metadata.103818,103818,38.125
west_wind_site_metadata.103819,103819,37.875
west_wind_site_metadata.103820,103820,37.71875
west_wind_site_metadata.103821,103821,37.625
west_wind_site_metadata.103822,103822,37.40625
west_wind_site_metadata.103823,103823,36.8125
west_wind_site_metadata.103824,103824,36.40625
west_wind_site_metadata.103825,103825,35.90625
west_wind_site_metadata.103826,103826,35.4375
west_wind_site_metadata.103827,103827,34.6875
west_wind_site_metadata.103828,103828,34.28125
west_wind_site_metadata.103829,103829,33.5625
west_wind_site_metadata.103830,103830,33.125
west_wind_site_metadata.103831,103831,29.75
west_wind_site_metadata.103832,103832,28.921875
west_wind_site_metadata.103833,103833,17.6875
west_wind_site_metadata.103834,103834,20.671875
west_wind_site_metadata.103835,103835,23.1875
west_wind_site_metadata.103836,103836,27.46875
west_wind_site_metadata.103837,103837,30.328125
west_wind_site_metadata.103838,103838,29.734375
west_wind_site_metadata.103839,103839,30.78125
west_wind_site_metadata.103840,103840,30.640625
west_wind_site_metadata.103841,103841,34.5625
west_wind_site_metadata.103842,103842,34.78125
west_wind_site_metadata.103843,103843,37.03125
west_wind_site_metadata.103844,103844,38.3125
west_wind_site_metadata.103845,103845,37.59375
west_wind_site_metadata.103846,103846,38.90625
west_wind_site_metadata.103847,103847,37.96875
west_wind_site_metadata.103848,103848,39.125
west_wind_site_metadata.103849,103849,38.53125
west_wind_site_metadata.103850,103850,39.53125
west_wind_site_metadata.103851,103851,39.4375
west_wind_site_metadata.103852,103852,39.84375
west_wind_site_metadata.103853,103853,40.03125
west_wind_site_metadata.103854,103854,40.65625
west_wind_site_metadata.103855,103855,41.0625
west_wind_site_metadata.103856,103856,41.5
west_wind_site_metadata.103857,103857,42.09375
west_wind_site_metadata.103858,103858,43.53125
west_wind_site_metadata.103859,103859,42.71875
west_wind_site_metadata.103860,103860,45
west_wind_site_metadata.103861,103861,44.09375
west_wind_site_metadata.103862,103862,44.96875
west_wind_site_metadata.103863,103863,45.34375
west_wind_site_metadata.103864,103864,44.3125
west_wind_site_metadata.103865,103865,44.625
west_wind_site_metadata.103866,103866,43.8125
west_wind_site_metadata.103867,103867,43.21875
west_wind_site_metadata.103868,103868,43.5
west_wind_site_metadata.103869,103869,41.71875
west_wind_site_metadata.103870,103870,42.40625
west_wind_site_metadata.103871,103871,41.03125
west_wind_site_metadata.103872,103872,40.90625
west_wind_site_metadata.103873,103873,39.9375
west_wind_site_metadata.103874,103874,39.46875
west_wind_site_metadata.103875,103875,38.6875
west_wind_site_metadata.103876,103876,38.53125
west_wind_site_metadata.103877,103877,37.90625
west_wind_site_metadata.103878,103878,38.21875
west_wind_site_metadata.103879,103879,38.25
west_wind_site_metadata.103880,103880,38.71875
west_wind_site_metadata.103881,103881,38.9375
west_wind_site_metadata.103882,103882,39.03125
west_wind_site_metadata.103883,103883,39
west_wind_site_metadata.103884,103884,38.84375
west_wind_site_metadata.103885,103885,38.875
west_wind_site_metadata.103886,103886,38.5625
west_wind_site_metadata.103887,103887,38.15625
west_wind_site_metadata.103888,103888,37.6875
